n_player_seasons,n_players,median_pa,q1_pa,q3_pa,median_xwoba,q1_xwoba,q3_xwoba,median_ev_p90,median_chase,median_whiff,median_zone_contact
5641,1452,967,449,1711,0.3040224369602763,0.2736337378102518,0.33323554411764705,101.6,0.28125,0.2436363636363636,0.8453038674033149
