batter,season,oaa
681082,2022,1
664702,2022,14
669261,2022,1
673548,2022,-3
553993,2022,0
621020,2022,22
660821,2022,-3
606132,2022,-4
665750,2022,4
621035,2022,3
572191,2022,5
621438,2022,7
642133,2022,-4
677950,2022,7
657041,2022,-3
572204,2022,3
679529,2022,-1
647351,2022,0
650402,2022,-1
545361,2022,3
663656,2022,5
457759,2022,-2
607208,2022,-1
570482,2022,-5
649966,2022,-1
602104,2022,6
642165,2022,-1
545121,2022,7
662139,2022,17
683734,2022,-20
623205,2022,3
657077,2022,-4
663837,2022,0
542340,2022,-15
458015,2022,-9
642180,2022,-2
572233,2022,14
670764,2022,-11
665120,2022,-1
621493,2022,1
621563,2022,3
608385,2022,-9
621550,2022,-15
677951,2022,-11
543939,2022,-10
573262,2022,2
592885,2022,-4
682928,2023,-9
547989,2023,-6
660670,2023,-7
642715,2023,16
605113,2023,6
645277,2023,-10
669397,2023,1
624413,2023,0
514888,2023,-3
605119,2023,0
641313,2023,-2
462101,2023,6
606115,2023,4
571448,2023,5
672356,2023,4
668227,2023,-4
650333,2023,-14
624414,2023,-3
668731,2023,0
664056,2023,7
678225,2023,0
683146,2023,-4
641355,2023,3
643217,2023,-11
666181,2023,-3
542932,2023,5
605141,2023,-3
666182,2023,-3
624415,2023,-2
668709,2023,-3
593428,2023,3
664761,2023,-4
608324,2023,2
686823,2023,2
664913,2023,-4
669394,2023,-9
595879,2023,9
676609,2023,8
665828,2023,-1
669743,2023,8
600869,2023,1
592192,2023,0
681481,2023,-4
682998,2023,4
671213,2023,-10
592206,2023,-4
605612,2023,-6
666801,2023,-6
650489,2023,3
656305,2023,5
665862,2023,4
693049,2023,0
624424,2023,-2
621043,2023,1
543063,2023,6
641487,2023,-9
630105,2023,-1
605204,2023,6
650559,2023,-8
682829,2023,4
657557,2023,8
646240,2023,-8
672478,2023,-9
680977,2023,-5
686668,2023,13
592273,2023,5
643289,2023,2
622110,2023,-1
677649,2023,-3
680776,2023,-1
594807,2023,-3
649557,2023,-3
650490,2023,-6
669242,2023,9
500871,2023,-7
669289,2023,-4
642731,2023,18
656413,2023,3
571657,2023,2
527038,2023,-2
664034,2023,-1
677551,2023,11
624428,2023,-15
518692,2023,4
671289,2023,-2
670770,2023,6
608336,2023,-1
672580,2023,15
671277,2023,-4
666969,2023,3
680869,2023,3
665926,2023,18
502671,2023,3
669357,2023,-2
682985,2023,0
545341,2023,-7
663757,2023,7
665489,2023,-14
666971,2023,2
493329,2023,-2
641658,2023,-3
664023,2023,-7
671739,2023,6
663647,2023,18
669720,2023,3
683002,2023,0
571771,2023,-19
606192,2023,0
518792,2023,7
543305,2023,-3
663538,2023,13
628451,2023,3
663697,2023,-6
664728,2023,11
608671,2023,4
656582,2023,1
666134,2023,-4
666397,2023,-1
673962,2023,7
672284,2023,0
643393,2023,-2
596146,2023,4
595281,2023,11
673490,2023,9
643396,2023,2
666135,2023,-7
680757,2023,7
657656,2023,1
518934,2023,1
596019,2023,6
670032,2023,9
664040,2023,4
666139,2023,-2
663993,2023,5
592518,2023,12
663611,2023,10
672779,2023,-6
622534,2023,3
669016,2023,7
606466,2023,1
516782,2023,-5
686681,2023,3
622761,2023,-1
665155,2023,-11
664983,2023,-1
676801,2023,4
656716,2023,5
680574,2023,2
641857,2023,8
643446,2023,3
669004,2023,-10
593160,2023,-1
676694,2023,7
680911,2023,8
655316,2023,-1
660162,2023,0
666160,2023,4
660707,2023,-6
663624,2023,0
519058,2023,-3
656775,2023,6
571970,2023,-9
647304,2023,5
687263,2023,1
621028,2023,-3
607043,2023,0
676116,2023,-3
663457,2023,3
656811,2023,4
621566,2023,-5
681546,2023,9
670623,2023,0
678894,2023,-1
444482,2023,-2
672695,2023,4
607054,2023,0
665161,2023,2
502054,2023,-1
593871,2023,-7
668472,2023,-5
595777,2023,-14
670042,2023,-1
608070,2023,6
621545,2023,1
592669,2023,-4
650859,2023,-10
668804,2023,-4
663586,2023,-1
656896,2023,1
519203,2023,7
673357,2023,12
677594,2023,11
679032,2023,8
668942,2023,6
500743,2023,6
642708,2023,-14
592696,2023,3
665923,2023,2
467793,2023,2
623993,2023,-1
669477,2023,-2
656941,2023,-18
608369,2023,1
516416,2023,-4
543760,2023,16
669222,2023,-9
670097,2023,-4
642350,2023,9
642086,2023,1
669701,2023,-4
456781,2023,-4
624641,2023,2
672820,2023,-1
665742,2023,-7
543807,2023,1
668715,2023,-16
681082,2023,17
664702,2023,4
669261,2023,1
673548,2023,1
553993,2023,11
621020,2023,20
660821,2023,0
665487,2023,8
643565,2023,0
665750,2023,7
621035,2023,-2
572191,2023,8
677950,2023,5
657041,2023,-4
679529,2023,-7
650402,2023,-4
678662,2023,15
676701,2023,2
669707,2023,5
545361,2023,4
663656,2023,-5
668930,2023,1
607208,2023,-6
570482,2023,0
602104,2023,-9
545121,2023,2
678246,2023,-7
662139,2023,10
683734,2023,-7
657077,2023,1
663837,2023,0
683011,2023,1
664774,2023,-4
572233,2023,12
691023,2023,-13
670764,2023,-7
621493,2023,2
671221,2023,5
621563,2023,-3
676059,2023,2
686894,2023,6
621550,2023,-7
677951,2023,13
543939,2023,-1
573262,2023,2
592885,2023,3
682928,2024,-18
677800,2024,6
642715,2024,1
666176,2024,0
605113,2024,9
645277,2024,-1
624413,2024,-9
514888,2024,-9
641313,2024,-2
606115,2024,4
571448,2024,10
668227,2024,-6
650333,2024,-12
664056,2024,9
680718,2024,-6
683146,2024,2
641343,2024,-1
605137,2024,-9
641355,2024,0
643217,2024,-5
666181,2024,-2
605141,2024,-3
666182,2024,1
624415,2024,-3
668709,2024,-3
593428,2024,5
664761,2024,5
608324,2024,8
686823,2024,-3
664913,2024,-6
660644,2024,-4
669394,2024,-7
676475,2024,-8
683737,2024,1
671732,2024,-1
621439,2024,4
595879,2024,-1
676609,2024,7
665828,2024,2
600869,2024,-9
666185,2024,-7
682998,2024,10
671213,2024,-2
592206,2024,-8
650489,2024,0
595909,2024,-2
656305,2024,11
665862,2024,8
694192,2024,5
676391,2024,7
624424,2024,-4
621043,2024,5
681297,2024,11
641487,2024,1
630105,2024,0
691718,2024,13
665833,2024,-1
650559,2024,-7
682829,2024,14
657557,2024,4
676356,2024,7
646240,2024,-7
680977,2024,5
686668,2024,14
592273,2024,-2
643289,2024,10
677649,2024,3
680776,2024,10
594807,2024,1
650490,2024,-3
669242,2024,-2
669364,2024,-10
669289,2024,-4
642731,2024,9
656413,2024,4
571657,2024,5
666149,2024,-2
666150,2024,2
641584,2024,1
664034,2024,-11
624428,2024,-1
518692,2024,1
671289,2024,-4
686217,2024,6
670770,2024,-4
672580,2024,2
671277,2024,5
666969,2024,-12
680869,2024,2
665926,2024,20
502671,2024,0
693304,2024,2
663853,2024,-5
624503,2024,-1
669357,2024,-6
682985,2024,2
665489,2024,-9
641645,2024,2
666971,2024,3
666152,2024,-1
641658,2024,8
571745,2024,-5
664023,2024,-1
547180,2024,8
671739,2024,7
663647,2024,6
683002,2024,0
571771,2024,1
606192,2024,-9
663538,2024,9
702616,2024,1
687462,2024,2
656555,2024,-5
628451,2024,6
578428,2024,2
663697,2024,1
664728,2024,9
677870,2024,-3
656582,2024,-1
592450,2024,-6
666397,2024,-4
690993,2024,1
672284,2024,-4
596146,2024,4
595281,2024,11
673490,2024,4
643396,2024,4
680757,2024,5
694671,2024,3
657656,2024,-7
518934,2024,5
668904,2024,1
596019,2024,15
702358,2024,-3
694388,2024,0
670032,2024,5
672640,2024,14
664040,2024,0
666139,2024,-2
663993,2024,7
666158,2024,-2
592518,2024,-1
622534,2024,-4
669016,2024,-1
606466,2024,8
682622,2024,-11
516782,2024,-8
668885,2024,-7
686681,2024,4
622761,2024,-1
664983,2024,5
676801,2024,5
656716,2024,3
641857,2024,7
643446,2024,0
678009,2024,7
669004,2024,-6
593160,2024,-2
701538,2024,12
676694,2024,13
669304,2024,-7
666160,2024,1
664238,2024,1
666624,2024,-14
663624,2024,2
656775,2024,2
571970,2024,1
647304,2024,1
687263,2024,-5
663527,2024,-6
621028,2024,6
607043,2024,1
663457,2024,1
641933,2024,-4
621566,2024,4
687401,2024,11
681624,2024,1
680700,2024,2
670623,2024,-1
686469,2024,2
672695,2024,-1
663368,2024,10
665161,2024,-2
502054,2024,-2
607680,2024,0
593871,2024,-11
595777,2024,-6
672761,2024,4
678882,2024,-1
670042,2024,-6
671218,2024,-5
608070,2024,2
543685,2024,-2
592669,2024,-5
650859,2024,-7
668804,2024,-13
663586,2024,-4
656896,2024,-2
519203,2024,-2
673357,2024,1
645302,2024,1
677587,2024,5
663898,2024,-3
677594,2024,8
679032,2024,8
668942,2024,9
500743,2024,12
642708,2024,-8
467793,2024,14
623993,2024,-2
694384,2024,-5
682177,2024,0
676914,2024,0
680474,2024,-1
608369,2024,5
543760,2024,19
669222,2024,-5
657757,2024,-7
672279,2024,16
572138,2024,-7
642350,2024,16
642086,2024,2
669701,2024,-1
624641,2024,4
672820,2024,-5
665742,2024,-4
543807,2024,-1
668715,2024,-3
681082,2024,0
669261,2024,-7
673548,2024,-3
553993,2024,3
621020,2024,17
700242,2024,2
660821,2024,2
665487,2024,-1
665750,2024,4
621035,2024,-4
572191,2024,10
621438,2024,2
642133,2024,-5
657041,2024,-9
669911,2024,-5
679529,2024,1
647351,2024,0
650402,2024,-4
678662,2024,15
669707,2024,3
668930,2024,6
607208,2024,-3
570482,2024,5
602104,2024,-9
665839,2024,-9
545121,2024,1
678246,2024,-5
662139,2024,15
683734,2024,-9
657077,2024,1
668901,2024,-7
663837,2024,0
683011,2024,13
664774,2024,-3
572233,2024,13
670764,2024,-3
621493,2024,4
676059,2024,-6
608385,2024,-9
691026,2024,3
689172,2024,5
677951,2024,16
573262,2024,0
696285,2024,20
682928,2025,-11
677800,2025,8
660670,2025,-11
682668,2025,0
642715,2025,5
666176,2025,-12
645277,2025,-4
677942,2025,1
669397,2025,17
624413,2025,-9
514888,2025,-5
805373,2025,2
666018,2025,1
606115,2025,2
571448,2025,3
672356,2025,3
668227,2025,-5
650333,2025,-9
664056,2025,7
681460,2025,-11
680718,2025,-3
683146,2025,1
687597,2025,-2
641355,2025,7
643217,2025,-8
666181,2025,0
605141,2025,6
666182,2025,-13
668709,2025,-8
593428,2025,8
664761,2025,-2
608324,2025,3
669394,2025,-2
676475,2025,-4
683737,2025,-1
671732,2025,4
621439,2025,3
595879,2025,6
676609,2025,6
669743,2025,0
691406,2025,-3
692225,2025,-9
672744,2025,-2
666185,2025,-2
681481,2025,-3
682998,2025,10
592206,2025,-12
650489,2025,-9
656305,2025,4
665862,2025,5
694192,2025,3
672016,2025,13
665019,2025,4
676391,2025,15
686555,2025,4
624424,2025,-8
575929,2025,6
621043,2025,0
681297,2025,0
641487,2025,-13
686611,2025,3
630105,2025,0
691718,2025,24
665833,2025,0
682829,2025,-3
657557,2025,-1
691176,2025,-9
680977,2025,-1
686668,2025,6
643289,2025,20
677649,2025,2
680776,2025,-4
702332,2025,0
669242,2025,10
669364,2025,2
669289,2025,2
571657,2025,-5
666149,2025,0
664034,2025,10
624428,2025,0
518692,2025,-5
671289,2025,-13
686217,2025,7
670770,2025,1
672580,2025,17
671277,2025,-7
666969,2025,1
665926,2025,11
502671,2025,-3
693304,2025,4
663853,2025,-2
669357,2025,-8
682985,2025,1
663757,2025,-2
665489,2025,-2
666971,2025,-3
666152,2025,1
664023,2025,0
547180,2025,1
671739,2025,8
663647,2025,21
683002,2025,-3
687231,2025,1
571771,2025,5
606192,2025,-9
663538,2025,15
702616,2025,-8
687462,2025,1
691781,2025,2
578428,2025,-3
663697,2025,-14
664728,2025,12
666134,2025,-5
592450,2025,4
673962,2025,5
690993,2025,-3
596146,2025,0
673490,2025,-3
808975,2025,0
643396,2025,-1
683766,2025,-1
701762,2025,-6
680757,2025,5
694671,2025,10
657656,2025,-9
686797,2025,-4
808982,2025,-5
668904,2025,1
695734,2025,-8
596019,2025,5
672640,2025,9
664040,2025,-14
666139,2025,-4
663993,2025,-5
664770,2025,3
666158,2025,-9
592518,2025,-6
663968,2025,6
669016,2025,0
606466,2025,1
682622,2025,-4
682657,2025,-4
686681,2025,1
691723,2025,-2
656716,2025,0
680574,2025,4
641857,2025,6
643446,2025,2
678554,2025,0
805367,2025,2
701538,2025,3
676694,2025,9
660162,2025,-13
666160,2025,-8
695657,2025,7
664238,2025,-5
656775,2025,4
571970,2025,-5
691777,2025,-7
667472,2025,2
647304,2025,3
687263,2025,-8
607043,2025,-1
663457,2025,-1
681393,2025,-4
656811,2025,5
621566,2025,9
687401,2025,13
681624,2025,11
670623,2025,-4
686469,2025,-7
688363,2025,7
672724,2025,2
672695,2025,5
665161,2025,8
502054,2025,-2
593871,2025,-4
595777,2025,-6
672761,2025,2
678882,2025,21
671218,2025,-9
608070,2025,7
650859,2025,-4
668804,2025,-2
663586,2025,-1
690022,2025,2
673357,2025,7
677587,2025,-4
677594,2025,11
668942,2025,-7
500743,2025,6
695336,2025,0
691594,2025,0
467793,2025,8
694384,2025,-2
669477,2025,-4
682177,2025,8
680474,2025,8
687363,2025,17
608369,2025,4
543760,2025,7
807713,2025,-1
802415,2025,-5
701358,2025,1
669701,2025,-5
691016,2025,0
624641,2025,5
672820,2025,-3
665742,2025,-12
668715,2025,4
596115,2025,-9
681082,2025,8
669065,2025,-3
664702,2025,11
553993,2025,-6
621020,2025,4
700242,2025,-6
660821,2025,-1
665487,2025,8
643565,2025,0
694374,2025,1
572191,2025,3
621438,2025,3
642133,2025,-4
677950,2025,0
669911,2025,-10
679529,2025,-2
647351,2025,-4
650402,2025,-5
678662,2025,3
669707,2025,6
663656,2025,-2
668930,2025,-1
607208,2025,17
649966,2025,-6
602104,2025,5
678246,2025,-6
662139,2025,9
683734,2025,2
668901,2025,-7
683011,2025,-6
676572,2025,-2
572233,2025,2
691023,2025,-4
670242,2025,-4
670764,2025,1
621493,2025,0
676059,2025,3
810938,2025,0
805779,2025,-3
691026,2025,21
677951,2025,24
695578,2025,-7
573262,2025,-3
702284,2025,-8
696285,2025,14
